日期,識別碼,植物編號,植物名稱,形相代號,節氣,候別,葉子分數,花的分數,果實分數
2022/10/15,39,32-1,厚殼樹,1,寒露,第2候,2.5,1,2
2022/10/15,40,33,狗花椒,1,寒露,第2候,2.5,1,1
2022/10/15,41,34,狗花椒,1,寒露,第2候,2.5,2,1
2022/10/15,42,35,羊角藤,3,寒露,第2候,2.5,1,2
2022/10/15,43,36,朴樹,1,寒露,第2候,3,1,1
2022/10/15,44,37,裡白巴豆,2,寒露,第2候,2.5,2,1
2022/10/15,45,38,土密,1,寒露,第2候,2.5,2,2
2022/10/15,46,39,樟樹,1,寒露,第2候,2.5,1,1
2022/10/30,1,0,緬梔,1,霜降,第2候,0.5,2,1
2022/10/30,2,1,小梗木薑子,1,霜降,第2候,2.5,2,1
2022/10/30,3,2,相思樹,1,霜降,第2候,2.5,1,1
2022/10/30,4,3,降真香,1,霜降,第2候,2.5,2,3
2022/10/30,5,4,球花嘉賜木,1,霜降,第2候,2.5,1.5,1
2022/10/30,6,5,血桐,1,霜降,第2候,2.5,1,1
2022/10/30,7,6,灰木,2,霜降,第2候,3,1,1
2022/10/30,8,7,狗骨仔,1,霜降,第2候,2.5,1,1
2022/10/30,9,8,狗骨仔,2,霜降,第2候,2.5,1,2
2022/10/30,10,9,紅脈赤楠,1,霜降,第2候,2.5,1,1
2022/10/30,11,10,台灣山桂花,2,霜降,第2候,2.5,1,2
2022/10/30,12,11,細葉饅頭果,1,霜降,第2候,3,2,2
2022/10/30,13,12,球花嘉賜木,1,霜降,第2候,2.5,1.5,1
2022/10/30,14,13,相思樹,1,霜降,第2候,2.5,1,1
2022/10/30,15,14,血桐,1,霜降,第2候,2.5,1,1
2022/10/30,16,14-1,狗骨仔,2,霜降,第2候,2.5,1.5,3
2022/10/30,17,15,萬桃花,1,霜降,第2候,2,1,3
2022/10/30,18,16,山油麻,1,霜降,第2候,2.5,1,3
2022/10/30,19,17,構樹,1,霜降,第2候,2.5,1,1
2022/10/30,21,19,白匏子,1,霜降,第2候,2.5,2,3
2022/10/30,22,19-1,白匏子,1,霜降,第2候,2.5,1,3
2022/10/30,23,20,白匏子,1,霜降,第2候,2.5,1,1
2022/10/30,24,21,苦楝,1,霜降,第2候,0.5,1,1
2022/10/30,25,21-1,白毛臭牡丹,2,霜降,第2候,2.5,2,3
2022/10/30,26,22,狗骨仔,2,霜降,第2候,2.5,1.5,1
2022/10/30,27,23,降真香,1,霜降,第2候,2.5,2,3
2022/10/30,28,24,小錦蘭,3,霜降,第2候,2.5,1.5,1
2022/10/30,29,25,雙面刺,3,霜降,第2候,2.5,1,2
2022/10/30,30,25-1,紅珠藤,3,霜降,第2候,2.5,1,1
2022/10/30,31,26,大青,2,霜降,第2候,2.5,1,1
2022/10/30,32,26-1,狗花椒,1,霜降,第2候,2.5,1,3
2022/10/30,33,27,球花嘉賜木,1,霜降,第2候,2.5,1.5,1
2022/10/30,34,28,球花嘉賜木,1,霜降,第2候,2.5,1.5,1
2022/10/30,35,29,台灣野茉莉,2,霜降,第2候,2.5,1,1
2022/10/30,36,30,對面花,2,霜降,第2候,2.5,1,1
2022/10/30,37,31,狗花椒,1,霜降,第2候,2.5,1,1
2022/10/30,38,32,毛瓣蝴蝶木,2,霜降,第2候,2.5,1,1
2022/10/30,39,32-1,厚殼樹,1,霜降,第2候,2.5,1,2
2022/10/30,40,33,狗花椒,1,霜降,第2候,2.5,1,1
2022/10/30,41,34,狗花椒,1,霜降,第2候,2.5,2,1
2022/10/30,42,35,羊角藤,3,霜降,第2候,2.5,1,2
2022/10/30,43,36,朴樹,1,霜降,第2候,3,1,1
2022/10/30,44,37,裡白巴豆,2,霜降,第2候,2.5,2,1
2022/10/30,45,38,土密,1,霜降,第2候,2.5,1,3
2022/10/30,46,39,樟樹,1,霜降,第2候,2.5,1,1
2022/11/13,1,0,緬梔,1,立冬,第2候,0.5,2,1
2022/11/13,2,1,小梗木薑子,1,立冬,第2候,3,2,1
2022/11/13,3,2,相思樹,1,立冬,第2候,2.5,1,1
2022/11/13,4,3,降真香,1,立冬,第2候,2.5,1,3
2022/11/13,5,4,球花嘉賜木,1,立冬,第2候,2.5,3,1
2022/11/13,6,5,血桐,1,立冬,第2候,2.5,1,1
2022/11/13,7,6,灰木,2,立冬,第2候,0.5,1,1
2022/11/13,8,7,狗骨仔,1,立冬,第2候,3,1,1
2022/11/13,9,8,狗骨仔,2,立冬,第2候,2.5,1,2
2022/11/13,10,9,紅脈赤楠,1,立冬,第2候,2.5,1,1
2022/11/13,11,10,台灣山桂花,2,立冬,第2候,2.5,1,2
2022/11/13,12,11,細葉饅頭果,1,立冬,第2候,3,2,2
2022/11/13,13,12,球花嘉賜木,1,立冬,第2候,2.5,3,1
2022/11/13,14,13,相思樹,1,立冬,第2候,2.5,1,1
2022/11/13,15,14,血桐,1,立冬,第2候,2.5,1,1
2022/11/13,16,14-1,狗骨仔,2,立冬,第2候,2.5,1.5,3
2022/11/13,17,15,萬桃花,1,立冬,第2候,2,1,3
2022/11/13,18,16,山油麻,1,立冬,第2候,2.5,1,3
2022/11/13,19,17,構樹,1,立冬,第2候,2.5,1,1
2022/11/13,21,19,白匏子,1,立冬,第2候,2.5,1,3
2022/11/13,22,19-1,白匏子,1,立冬,第2候,2.5,1,3
2022/11/13,23,20,白匏子,1,立冬,第2候,2.5,1,1
2022/11/13,24,21,苦楝,1,立冬,第2候,0.5,1,1
2022/11/13,25,21-1,白毛臭牡丹,2,立冬,第2候,3,2,3
2022/11/13,26,22,狗骨仔,2,立冬,第2候,2.5,2,1
2022/11/13,27,23,降真香,1,立冬,第2候,2.5,1,3
2022/11/13,28,24,小錦蘭,3,立冬,第2候,2.5,1.5,1
2022/11/13,29,25,雙面刺,3,立冬,第2候,2.5,1,1
2022/11/13,30,25-1,紅珠藤,3,立冬,第2候,2.5,1,1
2022/11/13,31,26,大青,2,立冬,第2候,2.5,1,1
2022/11/13,32,26-1,狗花椒,1,立冬,第2候,2.5,1,2
2022/11/13,33,27,球花嘉賜木,1,立冬,第2候,2.5,3,1
2022/11/13,34,28,球花嘉賜木,1,立冬,第2候,2.5,3,1
2022/11/13,35,29,台灣野茉莉,2,立冬,第2候,2.5,1,1
2022/11/13,36,30,對面花,2,立冬,第2候,2.5,1,1
2022/11/13,37,31,狗花椒,1,立冬,第2候,2.5,1,1
2022/11/13,38,32,毛瓣蝴蝶木,2,立冬,第2候,2.5,1,1
2022/11/13,39,32-1,厚殼樹,1,立冬,第2候,2.5,1,2
2022/11/13,40,33,狗花椒,1,立冬,第2候,2.5,1,1
2022/11/13,41,34,狗花椒,1,立冬,第2候,3,2,1
2022/11/13,42,35,羊角藤,3,立冬,第2候,2.5,1,2
2022/11/13,43,36,朴樹,1,立冬,第2候,3,1,1
2022/11/13,44,37,裡白巴豆,2,立冬,第2候,2.5,2,1
2022/11/13,45,38,土密,1,立冬,第2候,2.5,1,3
2022/11/13,46,39,樟樹,1,立冬,第2候,3,1,1
2022/11/19,1,0,緬梔,1,立冬,第3候,0.5,2,1
2022/11/19,2,1,小梗木薑子,1,立冬,第3候,3,2,1
2022/11/19,3,2,相思樹,1,立冬,第3候,3,1,1
2022/11/19,4,3,降真香,1,立冬,第3候,3,1,3
2022/11/19,5,4,球花嘉賜木,1,立冬,第3候,2.5,3,1
2022/11/19,6,5,血桐,1,立冬,第3候,2.5,1,1
2022/11/19,7,6,灰木,2,立冬,第3候,0.5,1,1
2022/11/19,8,7,狗骨仔,1,立冬,第3候,3,1,1
2022/11/19,9,8,狗骨仔,2,立冬,第3候,2.5,1,2
2022/11/19,10,9,紅脈赤楠,1,立冬,第3候,2.5,1,1
2022/11/19,11,10,台灣山桂花,2,立冬,第3候,2.5,1,2
2022/11/19,12,11,細葉饅頭果,1,立冬,第3候,3,1,2
2022/11/19,13,12,球花嘉賜木,1,立冬,第3候,2.5,3,1
2022/11/19,14,13,相思樹,1,立冬,第3候,2.5,1,1
2022/11/19,15,14,血桐,1,立冬,第3候,2.5,1,1
2022/11/19,16,14-1,狗骨仔,2,立冬,第3候,2.5,1.5,3
2022/11/19,18,16,山油麻,1,立冬,第3候,2.5,1,3
2022/11/19,19,17,構樹,1,立冬,第3候,2.5,1,1
2022/11/19,21,19,白匏子,1,立冬,第3候,2.5,1,3
2022/11/19,22,19-1,白匏子,1,立冬,第3候,2.5,1,3
2022/11/19,23,20,白匏子,1,立冬,第3候,2.5,1.5,1
2022/11/19,24,21,苦楝,1,立冬,第3候,0.5,1,1
2022/11/19,25,21-1,白毛臭牡丹,2,立冬,第3候,2.5,1,3
2022/11/19,26,22,狗骨仔,2,立冬,第3候,2.5,2,1
2022/11/19,27,23,降真香,1,立冬,第3候,2.5,1,3
2022/11/19,28,24,小錦蘭,3,立冬,第3候,2.5,1.5,1
2022/11/19,29,25,雙面刺,3,立冬,第3候,2.5,1,1
2022/11/19,30,25-1,紅珠藤,3,立冬,第3候,2.5,1,1
2022/11/19,31,26,大青,2,立冬,第3候,2.5,1,1
2022/11/19,32,26-1,狗花椒,1,立冬,第3候,2.5,1,2
2022/11/19,33,27,球花嘉賜木,1,立冬,第3候,2.5,3,1
2022/11/19,34,28,球花嘉賜木,1,立冬,第3候,2.5,3,1
2022/11/19,35,29,台灣野茉莉,2,立冬,第3候,0.5,1,1
2022/11/19,36,30,對面花,2,立冬,第3候,2.5,1,1
2022/11/19,37,31,狗花椒,1,立冬,第3候,3,1,1
2022/11/19,38,32,毛瓣蝴蝶木,2,立冬,第3候,2.5,1,1
2022/11/19,39,32-1,厚殼樹,1,立冬,第3候,2.5,1,2
2022/11/19,40,33,狗花椒,1,立冬,第3候,2.5,1,1
2022/11/19,41,34,狗花椒,1,立冬,第3候,3,2,1
2022/11/19,42,35,羊角藤,3,立冬,第3候,3,1,2
2022/11/19,43,36,朴樹,1,立冬,第3候,3,1,1
2022/11/19,44,37,裡白巴豆,2,立冬,第3候,2.5,2,1
2022/11/19,45,38,土密,1,立冬,第3候,3,1,3
2022/11/19,46,39,樟樹,1,立冬,第3候,3,1,1
2022/12/04,1,0,緬梔,1,小雪,第3候,0.5,2,1
2022/12/04,2,1,小梗木薑子,1,小雪,第3候,3,2,1
2022/12/04,3,2,相思樹,1,小雪,第3候,3,1,1
2022/12/04,4,3,降真香,1,小雪,第3候,3,1,3
2022/12/04,5,4,球花嘉賜木,1,小雪,第3候,3,1,1
2022/12/04,6,5,血桐,1,小雪,第3候,2.5,1,1
2022/12/04,7,6,灰木,2,小雪,第3候,0.5,1,1
2022/12/04,8,7,狗骨仔,1,小雪,第3候,3,1,1
2022/12/04,9,8,狗骨仔,2,小雪,第3候,2.5,1,2
2022/12/04,10,9,紅脈赤楠,1,小雪,第3候,3,1,1
2022/12/04,11,10,台灣山桂花,2,小雪,第3候,2.5,1,2
2022/12/04,12,11,細葉饅頭果,1,小雪,第3候,3,1,2
2022/12/04,13,12,球花嘉賜木,1,小雪,第3候,2.5,1,1
2022/12/04,14,13,相思樹,1,小雪,第3候,2.5,1,1
2022/12/04,15,14,血桐,1,小雪,第3候,2.5,1,1
2022/12/04,16,14-1,狗骨仔,2,小雪,第3候,2.5,1.5,3
2022/12/04,18,16,山油麻,1,小雪,第3候,2.5,1,3
2022/12/04,19,17,構樹,1,小雪,第3候,0.5,1,1
2022/12/04,21,19,白匏子,1,小雪,第3候,2.5,1,3
2022/12/04,22,19-1,白匏子,1,小雪,第3候,2.5,1,3
2022/12/04,23,20,白匏子,1,小雪,第3候,2.5,1,1
2022/12/04,24,21,苦楝,1,小雪,第3候,0.5,1,1
2022/12/04,25,21-1,白毛臭牡丹,2,小雪,第3候,2.5,1,2
2022/12/04,26,22,狗骨仔,2,小雪,第3候,2.5,2,1
2022/12/04,27,23,降真香,1,小雪,第3候,3,1,3
2022/12/04,28,24,小錦蘭,3,小雪,第3候,0.5,1.5,1
2022/12/04,29,25,雙面刺,3,小雪,第3候,2.5,1,1
2022/12/04,30,25-1,紅珠藤,3,小雪,第3候,2.5,1,1
2022/12/04,31,26,大青,2,小雪,第3候,2.5,1,1
2022/12/04,32,26-1,狗花椒,1,小雪,第3候,2.5,1,1
2022/12/04,33,27,球花嘉賜木,1,小雪,第3候,3,1.5,1
2022/12/04,34,28,球花嘉賜木,1,小雪,第3候,3,1,3
2022/12/04,35,29,台灣野茉莉,2,小雪,第3候,0.5,1,1
2022/12/04,36,30,對面花,2,小雪,第3候,2.5,1,1
2022/12/04,37,31,狗花椒,1,小雪,第3候,2.5,1,1
2022/12/04,38,32,毛瓣蝴蝶木,2,小雪,第3候,2.5,2,1
2022/12/04,39,32-1,厚殼樹,1,小雪,第3候,3,1,2
2022/12/04,40,33,狗花椒,1,小雪,第3候,2.5,1,1
2022/12/04,41,34,狗花椒,1,小雪,第3候,2.5,1,1
2022/12/04,42,35,羊角藤,3,小雪,第3候,3,1,2
2022/12/04,43,36,朴樹,1,小雪,第3候,3,1,1
2022/12/04,44,37,裡白巴豆,2,小雪,第3候,2.5,1,1
2022/12/04,45,38,土密,1,小雪,第3候,3,1,3
2022/12/04,46,39,樟樹,1,小雪,第3候,3,1,1
2022/12/11,1,0,緬梔,1,大雪,第1候,0.5,2,1
2022/12/11,2,1,小梗木薑子,1,大雪,第1候,3,1,1
2022/12/11,3,2,相思樹,1,大雪,第1候,0.5,1,1
2022/12/11,4,3,降真香,1,大雪,第1候,3,1,3
2022/12/11,5,4,球花嘉賜木,1,大雪,第1候,3,1,1
2022/12/11,6,5,血桐,1,大雪,第1候,2.5,1,1
2022/12/11,7,6,灰木,2,大雪,第1候,0.5,1,1
2022/12/11,8,7,狗骨仔,1,大雪,第1候,3,1,1
2022/12/11,9,8,狗骨仔,2,大雪,第1候,2.5,1,2
2022/12/11,10,9,紅脈赤楠,1,大雪,第1候,3,1,1
2022/12/11,11,10,台灣山桂花,2,大雪,第1候,2.5,1,2
2022/12/11,12,11,細葉饅頭果,1,大雪,第1候,3,1,2
2022/12/11,13,12,球花嘉賜木,1,大雪,第1候,2.5,1,1
2022/12/11,14,13,相思樹,1,大雪,第1候,2.5,1,1
2022/12/11,15,14,血桐,1,大雪,第1候,2.5,1,1
2022/12/11,16,14-1,狗骨仔,2,大雪,第1候,2.5,1.5,3
2022/12/11,18,16,山油麻,1,大雪,第1候,2.5,1,3
2022/12/11,19,17,構樹,1,大雪,第1候,0.5,1,1
2022/12/11,21,19,白匏子,1,大雪,第1候,2.5,1,3
2022/12/11,22,19-1,白匏子,1,大雪,第1候,2.5,1,3
2022/12/11,23,20,白匏子,1,大雪,第1候,2.5,1,1
2022/12/11,24,21,苦楝,1,大雪,第1候,0.5,1,1
2022/12/11,25,21-1,白毛臭牡丹,2,大雪,第1候,2.5,1,2
2022/12/11,26,22,狗骨仔,2,大雪,第1候,2.5,2,1
2022/12/11,27,23,降真香,1,大雪,第1候,3,1,3
2022/12/11,28,24,小錦蘭,3,大雪,第1候,0.5,1.5,1
2022/12/11,29,25,雙面刺,3,大雪,第1候,2.5,1,1
2022/12/11,30,25-1,紅珠藤,3,大雪,第1候,2.5,1,1
2022/12/11,31,26,大青,2,大雪,第1候,2.5,1,1
2022/12/11,32,26-1,狗花椒,1,大雪,第1候,2.5,1,1
2022/12/11,33,27,球花嘉賜木,1,大雪,第1候,3,1.5,1
2022/12/11,34,28,球花嘉賜木,1,大雪,第1候,3,1,3
2022/12/11,35,29,台灣野茉莉,2,大雪,第1候,0.5,1,1
2022/12/11,36,30,對面花,2,大雪,第1候,2.5,1,1
2022/12/11,37,31,狗花椒,1,大雪,第1候,2.5,1,1
2022/12/11,38,32,毛瓣蝴蝶木,2,大雪,第1候,2.5,2,1
2022/12/11,39,32-1,厚殼樹,1,大雪,第1候,0.5,1,2
2022/12/11,40,33,狗花椒,1,大雪,第1候,2.5,1,1
2022/12/11,41,34,狗花椒,1,大雪,第1候,2.5,1,1
2022/12/11,42,35,羊角藤,3,大雪,第1候,3,1,2
2022/12/11,43,36,朴樹,1,大雪,第1候,3,1,1
2022/12/11,44,37,裡白巴豆,2,大雪,第1候,2.5,1,1
2022/12/11,45,38,土密,1,大雪,第1候,3,1,3
2022/12/11,46,39,樟樹,1,大雪,第1候,3,1,1
2022/12/18,1,0,緬梔,1,大雪,第3候,0.5,2,1
2022/12/18,2,1,小梗木薑子,1,大雪,第3候,3,1,1
2022/12/18,3,2,相思樹,1,大雪,第3候,2.5,1,1
2022/12/18,4,3,降真香,1,大雪,第3候,3,1,3
2022/12/18,5,4,球花嘉賜木,1,大雪,第3候,3,1,1
2022/12/18,6,5,血桐,1,大雪,第3候,2.5,1,1
2022/12/18,7,6,灰木,2,大雪,第3候,0.5,1,1
2022/12/18,8,7,狗骨仔,1,大雪,第3候,3,1,1
2022/12/18,9,8,狗骨仔,2,大雪,第3候,2.5,1,2
2022/12/18,10,9,紅脈赤楠,1,大雪,第3候,3,1,1
2022/12/18,11,10,台灣山桂花,2,大雪,第3候,2.5,1,2
2022/12/18,12,11,細葉饅頭果,1,大雪,第3候,3,1,2
2022/12/18,13,12,球花嘉賜木,1,大雪,第3候,2.5,1,1
2022/12/18,14,13,相思樹,1,大雪,第3候,2.5,1,1
2022/12/18,15,14,血桐,1,大雪,第3候,2.5,1,1
2022/12/18,16,14-1,狗骨仔,2,大雪,第3候,2.5,1.5,3
2022/12/18,18,16,山油麻,1,大雪,第3候,2.5,1,3
2022/12/18,19,17,構樹,1,大雪,第3候,0.5,1,1
2022/12/18,21,19,白匏子,1,大雪,第3候,2.5,1,3
2022/12/18,22,19-1,白匏子,1,大雪,第3候,2.5,1,3
2022/12/18,23,20,白匏子,1,大雪,第3候,2.5,1,1
2022/12/18,24,21,苦楝,1,大雪,第3候,0.5,1,1
2022/12/18,25,21-1,白毛臭牡丹,2,大雪,第3候,2.5,1,2
2022/12/18,26,22,狗骨仔,2,大雪,第3候,2.5,2,1
2022/12/18,27,23,降真香,1,大雪,第3候,3,1,3
2022/12/18,28,24,小錦蘭,3,大雪,第3候,0.5,1.5,1
2022/12/18,29,25,雙面刺,3,大雪,第3候,3,1,1
2022/12/18,30,25-1,紅珠藤,3,大雪,第3候,2.5,1,1
2022/12/18,31,26,大青,2,大雪,第3候,2.5,1,1
2022/12/18,32,26-1,狗花椒,1,大雪,第3候,2.5,1,1
2022/12/18,33,27,球花嘉賜木,1,大雪,第3候,3,1.5,1
2022/12/18,34,28,球花嘉賜木,1,大雪,第3候,3,1,3
2022/12/18,35,29,台灣野茉莉,2,大雪,第3候,0.5,1,1
2022/12/18,36,30,對面花,2,大雪,第3候,2.5,1,1
2022/12/18,37,31,狗花椒,1,大雪,第3候,2.5,1,1
2022/12/18,38,32,毛瓣蝴蝶木,2,大雪,第3候,2.5,2,1
2022/12/18,39,32-1,厚殼樹,1,大雪,第3候,0.5,1,2
2022/12/18,40,33,狗花椒,1,大雪,第3候,2.5,1,1
2022/12/18,41,34,狗花椒,1,大雪,第3候,2.5,1,1
2022/12/18,42,35,羊角藤,3,大雪,第3候,3,1,2
2022/12/18,43,36,朴樹,1,大雪,第3候,3,1,1
2022/12/18,44,37,裡白巴豆,2,大雪,第3候,2.5,1,1
2022/12/18,45,38,土密,1,大雪,第3候,3,1,3
2022/12/18,46,39,樟樹,1,大雪,第3候,3,1,1
2023/01/01,1,0,緬梔,1,冬至,第3候,0.5,2,1
2023/01/01,2,1,小梗木薑子,1,冬至,第3候,3,1,2
2023/01/01,3,2,相思樹,1,冬至,第3候,3,1,1
2023/01/01,4,3,降真香,1,冬至,第3候,3,1,3
2023/01/01,5,4,球花嘉賜木,1,冬至,第3候,3,1,1
2023/01/01,6,5,血桐,1,冬至,第3候,2.5,1,1
2023/01/01,7,6,灰木,2,冬至,第3候,0.5,1,1
2023/01/01,8,7,狗骨仔,1,冬至,第3候,3,1,1
2023/01/01,9,8,狗骨仔,2,冬至,第3候,2.5,1,2
2023/01/01,10,9,紅脈赤楠,1,冬至,第3候,3,1,1
2023/01/01,11,10,台灣山桂花,2,冬至,第3候,2.5,1.5,2
2023/01/01,12,11,細葉饅頭果,1,冬至,第3候,3,1,2
2023/01/01,13,12,球花嘉賜木,1,冬至,第3候,2.5,1,1
2023/01/01,14,13,相思樹,1,冬至,第3候,2.5,2,1
2023/01/01,15,14,血桐,1,冬至,第3候,2.5,1,1
2023/01/01,16,14-1,狗骨仔,2,冬至,第3候,2.5,1.5,3
2023/01/01,18,16,山油麻,1,冬至,第3候,2.5,1,2
2023/01/01,19,17,構樹,1,冬至,第3候,0.5,1,1
2023/01/01,21,19,白匏子,1,冬至,第3候,2.5,1,2
2023/01/01,22,19-1,白匏子,1,冬至,第3候,2.5,1,2
2023/01/01,23,20,白匏子,1,冬至,第3候,2.5,1,1
2023/01/01,24,21,苦楝,1,冬至,第3候,0.5,1,1
2023/01/01,25,21-1,白毛臭牡丹,2,冬至,第3候,0.5,1,2
2023/01/01,26,22,狗骨仔,2,冬至,第3候,2.5,2,1
2023/01/01,27,23,降真香,1,冬至,第3候,2.5,1,3
2023/01/01,28,24,小錦蘭,3,冬至,第3候,0.5,1.5,1
2023/01/01,29,25,雙面刺,3,冬至,第3候,0.5,1,1
2023/01/01,30,25-1,紅珠藤,3,冬至,第3候,2.5,1,1
2023/01/01,31,26,大青,2,冬至,第3候,2.5,1,1
2023/01/01,32,26-1,狗花椒,1,冬至,第3候,2.5,1,1
2023/01/01,33,27,球花嘉賜木,1,冬至,第3候,3,1.5,1
2023/01/01,34,28,球花嘉賜木,1,冬至,第3候,3,1,3
2023/01/01,35,29,台灣野茉莉,2,冬至,第3候,0.5,1,1
2023/01/01,36,30,對面花,2,冬至,第3候,2.5,1,1
2023/01/01,37,31,狗花椒,1,冬至,第3候,2.5,1,1
2023/01/01,38,32,毛瓣蝴蝶木,2,冬至,第3候,2.5,1.5,1
2023/01/01,39,32-1,厚殼樹,1,冬至,第3候,0.5,1,2
2023/01/01,40,33,狗花椒,1,冬至,第3候,2.5,1,1
2023/01/01,41,34,狗花椒,1,冬至,第3候,2.5,1,1
2023/01/01,42,35,羊角藤,3,冬至,第3候,3,1,2
2023/01/01,43,36,朴樹,1,冬至,第3候,0.5,1,1
2023/01/01,44,37,裡白巴豆,2,冬至,第3候,2.5,1,1
2023/01/01,45,38,土密,1,冬至,第3候,0.5,1,3
2023/01/01,46,39,樟樹,1,冬至,第3候,2.5,1,1
2023/01/15,1,0,緬梔,1,小寒,第2候,0.5,2,1
2023/01/15,2,1,小梗木薑子,1,小寒,第2候,3,1,2
2023/01/15,3,2,相思樹,1,小寒,第2候,2.5,1,1
2023/01/15,4,3,降真香,1,小寒,第2候,2.5,1,2
2023/01/15,5,4,球花嘉賜木,1,小寒,第2候,3,1,1
2023/01/15,6,5,血桐,1,小寒,第2候,2.5,1,1
2023/01/15,7,6,灰木,2,小寒,第2候,0.5,1,1
2023/01/15,8,7,狗骨仔,1,小寒,第2候,3,1,1
2023/01/15,9,8,狗骨仔,2,小寒,第2候,2.5,1,2
2023/01/15,10,9,紅脈赤楠,1,小寒,第2候,3,1,1
2023/01/15,11,10,台灣山桂花,2,小寒,第2候,2.5,1.5,2
2023/01/15,12,11,細葉饅頭果,1,小寒,第2候,3,1,2
2023/01/15,13,12,球花嘉賜木,1,小寒,第2候,2.5,1,1
2023/01/15,14,13,相思樹,1,小寒,第2候,2.5,2,1
2023/01/15,15,14,血桐,1,小寒,第2候,2.5,1,1
2023/01/15,16,14-1,狗骨仔,2,小寒,第2候,2.5,1.5,3
2023/01/15,18,16,山油麻,1,小寒,第2候,2.5,1,2
2023/01/15,19,17,構樹,1,小寒,第2候,0.5,1,1
2023/01/15,21,19,白匏子,1,小寒,第2候,2.5,1,2
2023/01/15,22,19-1,白匏子,1,小寒,第2候,2.5,1,2
2023/01/15,23,20,白匏子,1,小寒,第2候,2.5,1,1
2023/01/15,24,21,苦楝,1,小寒,第2候,0.5,1,1
2023/01/15,25,21-1,白毛臭牡丹,2,小寒,第2候,0.5,1,2
2023/01/15,26,22,狗骨仔,2,小寒,第2候,2.5,2,1
2023/01/15,27,23,降真香,1,小寒,第2候,2.5,1,3
2023/01/15,28,24,小錦蘭,3,小寒,第2候,0.5,1.5,1
2023/01/15,29,25,雙面刺,3,小寒,第2候,2.5,1,1
2023/01/15,30,25-1,紅珠藤,3,小寒,第2候,2.5,1,1
2023/01/15,31,26,大青,2,小寒,第2候,2.5,1,1
2023/01/15,32,26-1,狗花椒,1,小寒,第2候,2.5,1,1
2023/01/15,33,27,球花嘉賜木,1,小寒,第2候,3,1.5,1
2023/01/15,34,28,球花嘉賜木,1,小寒,第2候,3,1,3
2023/01/15,35,29,台灣野茉莉,2,小寒,第2候,0.5,1,1
2023/01/15,36,30,對面花,2,小寒,第2候,2.5,1,1
2023/01/15,37,31,狗花椒,1,小寒,第2候,2.5,1,1
2023/01/15,38,32,毛瓣蝴蝶木,2,小寒,第2候,2.5,1.5,1
2023/01/15,39,32-1,厚殼樹,1,小寒,第2候,0.5,1,2
2023/01/15,40,33,狗花椒,1,小寒,第2候,2.5,1,1
2023/01/15,41,34,狗花椒,1,小寒,第2候,0.5,1,1
2023/01/15,42,35,羊角藤,3,小寒,第2候,2.5,1,2
2023/01/15,43,36,朴樹,1,小寒,第2候,0.5,1,1
2023/01/15,44,37,裡白巴豆,2,小寒,第2候,2.5,1,1
2023/01/15,45,38,土密,1,小寒,第2候,0.5,1,3
2023/01/15,46,39,樟樹,1,小寒,第2候,2.5,1,1
2023/01/29,1,0,緬梔,1,大寒,第2候,0.5,2,1
2023/01/29,2,1,小梗木薑子,1,大寒,第2候,3,1,2
2023/01/29,3,2,相思樹,1,大寒,第2候,2.5,1,1
2023/01/29,4,3,降真香,1,大寒,第2候,2.5,1,2
2023/01/29,5,4,球花嘉賜木,1,大寒,第2候,3,1,1
2023/01/29,6,5,血桐,1,大寒,第2候,2.5,1,1
2023/01/29,7,6,灰木,2,大寒,第2候,0.5,1,1
2023/01/29,8,7,狗骨仔,1,大寒,第2候,3,1,1
2023/01/29,9,8,狗骨仔,2,大寒,第2候,2.5,1,2
2023/01/29,10,9,紅脈赤楠,1,大寒,第2候,3,1,1
2023/01/29,11,10,台灣山桂花,2,大寒,第2候,2.5,1.5,2
2023/01/29,12,11,細葉饅頭果,1,大寒,第2候,2.5,1,1
2023/01/29,13,12,球花嘉賜木,1,大寒,第2候,3,2,1
2023/01/29,14,13,相思樹,1,大寒,第2候,2.5,2,1
2023/01/29,15,14,血桐,1,大寒,第2候,2.5,1,1
2023/01/29,16,14-1,狗骨仔,2,大寒,第2候,2.5,1.5,2
2023/01/29,18,16,山油麻,1,大寒,第2候,2.5,1,2
2023/01/29,19,17,構樹,1,大寒,第2候,0.5,1,1
2023/01/29,21,19,白匏子,1,大寒,第2候,2.5,1,2
2023/01/29,22,19-1,白匏子,1,大寒,第2候,2.5,1,2
2023/01/29,23,20,白匏子,1,大寒,第2候,2.5,1,1
2023/01/29,25,21-1,白毛臭牡丹,2,大寒,第2候,0.5,2,1
2023/01/29,26,22,狗骨仔,2,大寒,第2候,2.5,1.5,1
2023/01/29,27,23,降真香,1,大寒,第2候,3,1,2
2023/01/29,28,24,小錦蘭,3,大寒,第2候,3,1.5,1
2023/01/29,29,25,雙面刺,3,大寒,第2候,3,1,1
2023/01/29,30,25-1,紅珠藤,3,大寒,第2候,2.5,1,1
2023/01/29,31,26,大青,2,大寒,第2候,3,1,1
2023/01/29,32,26-1,狗花椒,1,大寒,第2候,2.5,1,1
2023/01/29,33,27,球花嘉賜木,1,大寒,第2候,3,2,1
2023/01/29,34,28,球花嘉賜木,1,大寒,第2候,3,1,3
2023/01/29,36,30,對面花,2,大寒,第2候,3,1,1
2023/01/29,37,31,狗花椒,1,大寒,第2候,3,1,1
